0,0.00008346471359236861
500,0.000748730986061692
1000,0.0008203763234269612
1500,0.0007359136409507893
2000,0.0008663859576163989
2500,0.0008989730001063915
3000,0.0009153958587262859
3500,0.0005726026015244862
4000,0.000853056942883839
4500,0.000850391139937327
5000,0.000885713028978611
5500,0.000964664434585969
6000,0.0008463924355175589
6500,0.0007703689067347885
7000,0.000871717563509423
7500,0.0008241251870526747
8000,0.0010837250487093176
8500,0.0009189660453827847
9000,0.0008160026491969622
9500,0.0007220284779139819
10000,0.000838395026678023

