0,0.005060226908157611
500,0.18449861334111808
1000,0.38545172146000517
1500,0.4941733430444283
2000,0.6655034895314058
2500,0.8573106283029948
3000,1.0249396621078037
3500,1.1890999174236168
4000,1.3452708907254363
4500,1.5109947643979058
5000,1.648578811369509
5500,1.9730458221024259
6000,2.13265306122449
6500,2.1906412478336224
7000,2.513821138211382
7500,3.0281995661605206
8000,2.707547169811321
8500,3.1160493827160494
9000,3.042682926829268
9500,3.6194895591647334
10000,3.5658536585365854

0,0.00014893388747091906
500,0.10468586176304541
1000,0.21553645335880292
1500,0.3162393162393162
2000,0.41225071225071225
2500,0.5014028056112224
3000,0.6610505450941526
3500,0.7151162790697675
4000,0.7948436642896325
4500,0.9069197795468463
5000,1.0085348506401137
5500,1.1283185840707965
6000,1.230914231856739
6500,1.3284936479128857
7000,1.7153748411689962
7500,1.57
8000,1.708
8500,1.7737665463297232
9000,1.8878980891719745
9500,2.0440456769983686
10000,2.1266666666666665

