0,0.09743568669351525
5000,15.806666666666667
10000,33.732394366197184
15000,43.611111111111114
20000,55.24390243902439
25000,62.62162162162162
30000,81.32142857142857
35000,98.25
40000,108.81818181818181
45000,129.1578947368421
50000,195.08333333333334
55000,152
60000,164
65000,179.07692307692307
70000,198.41666666666666
75000,211.1818181818182
80000,218.8181818181818
85000,251.66666666666666
90000,259.22222222222223
95000,272.1111111111111
100000,280.22222222222223

0,29.841463414634145
5000,33.098591549295776
10000,39.2
15000,42.189655172413794
20000,46.21568627450981
25000,48.78
30000,53.69047619047619
35000,58.26829268292683
40000,64.1891891891892
45000,73.65625
50000,73.78787878787878
55000,78.6
60000,81.86666666666666
65000,87.67857142857143
70000,88.77777777777777
75000,97.33333333333333
80000,99.91666666666667
85000,121.45
90000,106.18181818181819
95000,114.85
100000,117.0909090909091

