0,0.00007674687481940558
500,0.0027722122767707183
1000,0.005721798742283861
1500,0.004337906550852746
2000,0.006833845827589863
2500,0.009492904229410789
3000,0.012067156348373556
3500,0.014462459748036834
4000,0.017352860537378906
4500,0.02050824788230049
5000,0.02226677548703027
5500,0.02547288274102569
6000,0.026980261471417584
6500,0.029525564256103178
7000,0.03291511771995043
7500,0.034660408911905916
8000,0.037784585811257286
8500,0.03949803921568627
9000,0.04082938691923717
9500,0.04655507124281162
10000,0.04694020755622853

