0,0.004357682323784019
500,0.05237483953786906
1000,0.09513071665139877
1500,0.15438381361128142
2000,0.17684461518081865
2500,0.1518484917214788
3000,0.21495904806057797
3500,0.24578445747800587
4000,0.2666400956556397
4500,0.30871459694989106
5000,0.33955938697318006
5500,0.3805851063829787
6000,0.43915501338887236
6500,0.4849172883554979
7000,0.6031164069660861
7500,0.49271040424121937
8000,0.5337947882736156
8500,0.6198858230256898
9000,0.6078431372549019
9500,0.6223354958294718
10000,0.6714285714285714

0,0.00014904022026525587
500,0.06584960531782301
1000,0.1343268347453302
1500,0.2092193077758808
2000,0.26808100289296044
2500,0.32809248554913295
3000,0.40277008310249307
3500,0.47761674718196456
4000,0.5537865748709122
4500,0.6377875673029858
5000,0.6992225461613216
5500,0.7558139534883721
6000,0.8287227781047675
6500,0.8752955082742316
7000,1.2138939670932358
7500,1.0328407224958949
8000,1.1612612612612612
8500,1.1975510204081632
9000,1.321561338289963
9500,1.344922232387923
10000,1.398139534883721

